post_id,post_text,time,comments,shares,reactions,reaction_count,thích,thương thương,yêu thích,haha,buồn,wow,phẫn nộ
630539605957752,"|𝐂𝐮𝐨̣̂𝐜 𝐭𝐡𝐢| Story of the year - Câu chuyện của năm

🫰 Vòng 2: Từ ngày 18/10/2023 - 𝟐𝟑𝐡𝟓𝟗 𝐧𝐠𝐚̀𝐲 𝟐𝟒/𝟏𝟎/𝟐𝟎𝟐𝟑

Trong năm đầu tổ chức, VBA rất vui khi nhận được sự tham gia tích cực từ người hâm mộ tại vòng 1. Mỗi câu chuyện đều là một góc nhìn thú vị và tình cảm chân thành của khán giả đối với trái bóng cam, cầu thủ, các CLB và VBA. VBA xin cảm ơn các ballers đã là một phần của mùa giải và cho VBA trở thành một phần kỉ niệm đẹp của mình.

Sau nhiều cân nhắc cùng thảo luận, VBA chúc mừng 5 bài dự thi sẽ tiếp tục bước vào vòng 2 của cuộc thi, gồm bài thuộc các tác giả:

- HQ
- Jordan2509
- An Kiều
- BChau
- Rocky

Vòng 2 cuộc thi chính thức bắt đầu từ ngày 18/10/2023 - 𝟐𝟑𝐡𝟓𝟗 𝐧𝐠𝐚̀𝐲 𝟐𝟒/𝟏𝟎/𝟐𝟎𝟐𝟑. Khán giả sẽ bình chọn bằng cách reaction, comment và share (để chế độ công khai) vào bài dự thi mình yêu thích ở post này. Với Instagram, khán giả bình chọn bằng cách comment tên tác giả của bài thi mình yêu thích. 3 bài dự thi nhận được nhiều điểm nhất trên tổng Facebook và Instagram sẽ đoạt giải Story of the year - Câu chuyện của năm. Cách tính điểm:
+ 1 reaction (like, thả tim,...) = 1 điểm
+ 1 share hoặc 1 comment = 2 điểm

🎁Mỗi người chiến thắng sẽ nhận được 1 phần quà trị giá 𝐡𝐨̛𝐧 𝟑,𝟎𝟎𝟎,𝟎𝟎𝟎đ từ VBA. Cùng bình chọn cho câu chuyện mình yêu thích nhé các Ballers ơi!

#VBA #VBA2023 #SOTY",2023-10-18 20:01:33,9,44,"{'thích': 87, 'yêu thích': 31}",118,87,0,31,0,0,0,0
629760302702349,"Giải Bóng Rổ Sinh Viên Toàn Quốc - NUC 2023 chính thức khởi tranh tại Khu vực 3

TP. Hồ Chí Minh, ngày 16/10/2023 – Lễ Khai mạc Giải Bóng rổ Sinh viên Toàn quốc – NUC 2023 - Khu vực 3 được long trọng tổ chức tại Nhà thi đấu Trường Đại học Tôn Đức Thắng.

Tiếp nối thành công của mùa giải đầu tiên, Giải Bóng rổ Sinh viên Toàn quốc NUC 2023 đã trở lại và nhận được sự quan tâm, ủng hộ của các trường đại học, cao đẳng, học viện khắp cả nước.

Với sự tham gia của gần 140 đội bóng và hơn 1600 vận động viên cùng tranh tài cho ngôi vị cao nhất, tăng hơn 35% số lượng đội tham dự so với mùa giải trước, NUC 2023 tiếp tục trở thành giải thể thao sinh viên có nhiều đội bóng tham dự nhất toàn quốc tính đến thời điểm hiện tại. Đây là tín hiệu đáng ghi nhận thể hiện sự phát triển của phong trào thể thao học sinh sinh viên nói riêng, cũng như tình yêu bóng rổ đang được lan tỏa sâu rộng.

Giải Bóng rổ Sinh viên Toàn quốc – National University Championship Basketball (Gọi tắt là NUC) được Vụ Giáo dục thể chất - Bộ Giáo dục và Đào tạo cùng Công ty Cổ phần Thể thao Giải trí Max Sports (MSE) và Công ty Cổ phần Thương Mại và Nội Dung Số Việt (Vietcontent) phối hợp tổ chức, thực hiện với mục đích mang đến một giải đấu bóng rổ chuyên nghiệp dành cho sinh viên tạo sân chơi thể thao lành mạnh, thúc đẩy phong trào bóng rổ, nuôi dưỡng đam mê và phát hiện những tài năng bóng rổ sinh viên, đóng góp nhân tố phát triển bóng rổ cộng đồng và tiến xa hơn đến con đường thi đấu chuyên nghiệp.

#NUC #NUC2023 #nationaluniversitychampionship #bongrosinhvientoanquoc",2023-10-17 12:05:57,9,1,"{'thích': 203, 'yêu thích': 56, 'wow': 1, 'thương thương': 1}",261,203,1,56,0,0,1,0
629414769403569,"VBA 2023 l Most Valuable Player (MVP): Kentrell Barkley - Saigon Heat

#VBA #VBAAwards2023 #Petrolimex",2023-10-16 21:01:21,5,0,"{'thích': 129, 'yêu thích': 42}",171,129,0,42,0,0,0,0
628557726155940,"🌟Hình ảnh từ buổi lễ VBA AWARDS 2023 diễn ra vào 13.10.2023. 🌟
#VBA #VBAAwards2023 #Petrolimex",2023-10-15 12:00:42,2,2,"{'thích': 261, 'yêu thích': 74, 'thương thương': 1}",336,261,1,74,0,0,0,0
628179229527123,"GENfest x VBA chính thức giới thiệu GIẢI BÓNG RỔ VPRIME 3x3 INTERNATIONAL CUP 🏆🔥🏀

Chắc các bạn sẽ vô cùng bất ngờ nhưng tại Cổng Âm Nhạc Đa Giác Quan GenFEST thì không gì không thể, khi Thể Thao và Âm NhạcXem thêm cùng được diễn ra trong một khuôn khổ chương trình Music Festival. 🤘

GIẢI BÓNG RỔ VPRIME 3x3 INTERNATIONAL CUP được chứng nhận bởi FIBA với sự góp mặt của 8 đội bóng chuyên nghiệp, thi đấu theo thể thức chuẩn, trong khung giờ SHINE ON DAY 9h - 17h của GENfest lần đầu tiên. ⛹️‍♂️⛹️‍♀️

Nhanh tay bình luận đội bóng mà bạn muốn có sự góp mặt tại GENfest ngay nhé!!! Biết đâu chúng mình có thể tổ chức thêm fan meeting và workshop với các cầu thủ mà bạn mong ngóng. 🤘

🎫 Đừng quên rằng chúng ta có hẹn đợt mở bán vé dành cho các tất cả khán giả yêu mến bóng rổ, âm nhạc với ưu đãi 10% từ ngày mai 15/10 bạn nhé. 😉

Link: https://ticketbox.vn/event/genfest-88404

Hẹn gặp lại mọi người vào ngày 4-5/11 tại Trung tâm mới The Global City, TPHCM.

See ya!! 🫶👋

#GENfest #WeFlexing #MMUSIC #TheGlobalCity #MasteriseHomes #LifebuoyChưaLifebuoyĐi #VBA #VPrime3x3",2023-10-14 23:25:05,13,3,"{'thích': 105, 'yêu thích': 38, 'wow': 1, 'thương thương': 1}",145,105,1,38,0,0,1,0
627391522939227,"🏅 Most Valuable Player - Vận động viên xuất sắc nhất: Kentrell Barkley (Saigon Heat) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 17:25:39,8,1,"{'thích': 153, 'yêu thích': 77, 'thương thương': 4}",234,153,4,77,0,0,0,0
627390202939359,"🏅 Heritage player of the year - Vận động viên gốc Việt xuất sắc: Dominique Tham (Nha Trang Dolphins) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 17:22:16,22,8,"{'thích': 384, 'yêu thích': 171, 'haha': 1, 'thương thương': 8}",564,384,8,171,1,0,0,0
627388396272873,"🏅 Local player of the year - Vận động viên nội binh xuất sắc: Nguyễn Huỳnh Phú Vinh (Saigon Heat) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 17:17:24,12,3,"{'thích': 343, 'yêu thích': 171, 'thương thương': 7}",521,343,7,171,0,0,0,0
627380349607011,"🏅 Coach of the year - Huấn luyện viên của năm: Matthew Van Pelt (Saigon Heat) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 16:58:13,5,3,"{'thích': 182, 'yêu thích': 81, 'haha': 1, 'wow': 1, 'thương thương': 4}",269,182,4,81,1,0,1,0
627380006273712,"🏅 Sixth Man of The Year - Vận động viên dự bị xuất sắc: Sơn Minh Tâm (Nha Trang Dolphins) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 16:57:40,7,3,"{'thích': 304, 'yêu thích': 98, 'thương thương': 3}",405,304,3,98,0,0,0,0
627375816274131,"🏅 Defensive player of the year - Vận động viên phòng thủ xuất sắc: John Fields III (Thang Long Warriors by PJICO) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 16:47:15,3,2,"{'thích': 147, 'yêu thích': 53, 'thương thương': 3}",203,147,3,53,0,0,0,0
627372686274444,"🏅Most Improved Player - Vận động viên tiến bộ nhất: Trần Văn Trung (Ho Chi Minh City Wings) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 16:41:08,6,8,"{'thích': 153, 'yêu thích': 64, 'thương thương': 1}",218,153,1,64,0,0,0,0
627369376274775,"🏅 Rookie of the Year - Vận động viên trẻ xuất sắc: Nguyễn Hoàng Phúc (Nha Trang Dolphins) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 16:33:38,10,5,"{'thích': 220, 'yêu thích': 126, 'thương thương': 6}",352,220,6,126,0,0,0,0
627365639608482,"🏅 Favourite Player of the year - Vận động viên được yêu thích nhất - Võ Kim Bản (Saigon Heat) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 16:24:25,42,10,"{'thích': 482, 'yêu thích': 239, 'haha': 1, 'thương thương': 6, 'buồn': 2}",730,482,6,239,1,2,0,0
627363692942010,"🏅 Dunk of the year - Pha úp rổ của năm | Basket of the year - Pha ghi điểm của năm: Kentrell Barkley (Saigon Heat) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 16:19:38,3,1,"{'thích': 128, 'yêu thích': 68, 'thương thương': 4}",200,128,4,68,0,0,0,0
627363056275407,"🏅 Block of the Year - Pha cản bóng của năm: Madarious Gibbs (Nha Trang Dolphins) 🏅

#VBA #VBAAwards2023 #Petrolimex",2023-10-13 16:18:28,22,4,"{'thích': 394, 'yêu thích': 114, 'haha': 35, 'wow': 1, 'thương thương': 7}",551,394,7,114,35,0,1,0
650901610507041,"🔴 Livestream VBA AWARDS 2023 - MOMENT OF GLORY
#OnSports #OnPlus #VTVcab",2023-10-13 15:33:16,32,8,"{'thích': 62, 'yêu thích': 38, 'haha': 1, 'thương thương': 2}",103,62,2,38,1,0,0,0
627179312960448,"✨ 𝐕𝐁𝐀 𝐀𝐖𝐀𝐑𝐃𝐒 𝟐𝟎𝟐𝟑 - MOMENT OF GLORY ✨ 🏆8 Giải thưởng do Ban Cố vấn Chuyên môn bình chọn và 4 giải thưởng do công chúng và Ban Cố vấn Truyền thông bình chọn sẽ gọi tên cầu thủ nào? Cùng theo dõi kết quả trong buổi trao giải VBA AWARDS 2023 diễn ra vào 15h00, 13/10/2023.
#VBA #VBAAwards2023 #Petrolimex",2023-10-13 09:00:12,0,2,"{'thích': 50, 'yêu thích': 19}",69,50,0,19,0,0,0,0
626726183005761,"[𝐓𝐇𝐀𝐍𝐊 𝐘𝐎𝐔 - IRC] 🏀

🫶 VBA xin chân thành gửi lời cảm ơn đến đối tác chăm sóc sức khỏe - Trung Tâm Phục Hồi Chấn Thương Thể Thao Quốc Tế - IRC trong suốt Giải đấu VBA 5x5 2023.

🥰 Không chỉ có mặt để hỗ trợ trựcXem thêm tiếp các vận động viên trên sân đấu ngay từ chặng đầu tiên của mùa giải VBA 5x5, đội ngũ chuyên gia của IRC còn âm thầm hỗ trợ thông qua các hoạt động thăm khám, lượng giá miễn phí. Các vận động viên khi tới trung tâm IRC Hà Nội và Sài Gòn sẽ được kiểm tra để có thể phát hiện và hỗ trợ tập luyện phục hồi chức năng kịp thời nếu không may có chấn thương xảy ra trong quá trình thi đấu.

🤝 VBA xin chúc cho IRC phát triển ngày càng lớn mạnh và hy vọng hai bên sẽ có cơ hội đồng hành cùng nhau trong những giải đấu sắp tới.

#VBA #VBA2023 #IRC",2023-10-12 16:00:42,3,1,"{'thích': 153, 'yêu thích': 54}",207,153,0,54,0,0,0,0
625299369815109,"[𝐓𝐇𝐀𝐍𝐊 𝐘𝐎𝐔 - PJICO]

🫶 VBA xin trân trọng cảm ơn Tổng công ty cổ phần bảo hiểm Petrolimex - PJICO – Nhà Tài Trợ Bảo hiểm cho Giải đấu Bóng rổ Chuyên nghiệp Việt Nam VBA 5x5 2023.

🏀 Sự đồng hành của PJICO đãXem thêm mang đến sự an tâm cho các cầu thủ VBA tự tin cống hiến hết mình, góp phần giúp cho giải đấu diễn ra thành công tốt đẹp.

🤝 VBA xin chúc cho PJICO luôn không ngừng lớn mạnh và hy vọng hai bên sẽ có thêm nhiều cơ hội hợp tác trong tương lai để mang đến nhiều mùa giải đặc sắc hơn nữa.

#VBA #VBA2023 #PJICO",2023-10-10 10:00:07,1,0,"{'thích': 18, 'yêu thích': 6, 'thương thương': 1}",25,18,1,6,0,0,0,0
624868896524823,"[𝐓𝐇𝐀𝐍𝐊 𝐘𝐎𝐔 - McDonald's] ✨

🏀 VBA xin chân thành gửi lời cảm ơn đến McDonald's - Đối tác đồng hành cùng Giải đấu VBA 5x5 2023.

🏀 Là một trong những đối tác đồng hành cùng với VBA từ những ngày đầu tiên,Xem thêm McDonad’s đã cùng VBA lan tỏa tinh thần thể thao và không khí cổ vũ cuồng nhiệt trong suốt mùa giải vừa qua.

🏀 VBA xin chúc cho McDonald's luôn không ngừng lớn mạnh và hy vọng hai bên sẽ có thêm nhiều cơ hội hợp tác trong tương lai để mang đến nhiều mùa giải đặc sắc hơn nữa.

#VBA #VBA2023 #McDonalds #McDonaldsVietnam",2023-10-09 19:00:29,0,0,"{'thích': 28, 'yêu thích': 7}",35,28,0,7,0,0,0,0
624763543202025,"[THANK YOU - SPALDING] ✨

️🏀 VBA xin chân thành cảm ơn nhà tài trợ bóng thi đấu chính thức cho giải đấu - Spalding

🏀 Là một trong những đối tác đồng hành cùng VBA từ những mùa đầu tiên, Spalding đã chung tay đưaXem thêm giải đấu lên tầm chuyên nghiệp chuẩn mô hình Thể thao - Giải trí mang tiêu chuẩn quốc tế. Tạo cơ hội cho các cầu thủ trải nghiệm chất lượng bóng đẳng cấp quốc tế để bắt nhịp nhanh và có nhiều lợi thế hơn khi thi đấu.

️🏀 Với những thành công này, VBA và Spalding sẽ có nhiều cơ hội đồng hành trong tương lai để chung tay đưa nền Bóng rổ Việt Nam phát triển và vươn xa hơn.

#VBA #VBA2023 #VBA #BeTheMoment #Thankyou #Spalding",2023-10-09 15:00:30,0,2,"{'thích': 30, 'yêu thích': 7, 'thương thương': 2}",39,30,2,7,0,0,0,0
624682363210143,"|𝐂𝐮𝐨̣̂𝐜 𝐭𝐡𝐢| 𝐒𝐭𝐨𝐫𝐲 𝐨𝐟 𝐭𝐡𝐞 𝐲𝐞𝐚𝐫 - 𝐂𝐚̂𝐮 𝐜𝐡𝐮𝐲𝐞̣̂𝐧 𝐜𝐮̉𝐚 𝐧𝐚̆𝐦
👦 Bài dự thi của bạn Rocky

Đam mê bóng rổ của 1 cậu bé 8 tuổi

Xin chào mọi người. Cháu tên là Rocky 8 tuổi. Mùa giải VBA đầu tiên của cháu là năm 2022 – năm đầu tiên giải tổ chức trở lại sau Covid. Ngay từ lần đầu tiên đi xem trực tiếp, cháu đã say mê cái không khí trên sân đấu và xem một cách say sưa. Hôm ấy, cháu đã vượt qua sự ngại ngùng của bản thân để xuống sân xin chữ ký của chú Kim Bản, Phú Vinh… Sự thân thiện và tử tế của các chú ấy đã làm cháu yêu đội Saigon Heat và trở thành fan trung thành từ lúc đó. Năm ấy, cháu đã được lần đầu tiên cùng ăn mừng chức Vô Địch của Saigon Heat tại Hà Nội.

Mùa giải VBA 2023 năm nay, may mắn làm sao vòng tập trung thi đấu tại Hà Nội. Cháu đã được xem trực tiếp rất nhiều trận đấu, và tất nhiên là cháu không bỏ bất kỳ một trận nào của Saigon Heat. Trận nào cháu cũng xuống sân sau khi kết thúc để chụp ảnh, xin chữ ký, nói chuyện giao lưu với các chú SGH, thậm chí cháu còn hát chúc mừng sinh nhật chú Lê Quang tại sân.

Điều hạnh phúc nhất mà cháu muốn kể là cháu đã được làm mascot, dẫn các chú cầu thủ Saigon Heat ra sân thi đấu trong chính ngày sinh nhật 8 tuổi của cháu. Hôm ấy cả bạn bè, gia đình của cháu cũng đến sân cổ vũ, cho cháu và cho cả SGH, và SGH lại đã chiến thắng. Đó chính là sinh nhật tuyệt vời và ý nghĩa nhất của cháu. Cháu sẽ không bao giờ quên được cảm giác sung sướng ấy.

Sau hôm ấy cháu còn nhiều lần được làm mascot, thậm chí cháu còn được dẫn cả chú MVP là chú Kentrell Barkley, chú đã nói chuyện với cháu rất nhiều, và còn nhớ cháu để tặng cháu chiếc mũ MVP nữa.

Sau đấy, cháu đã cùng gia đình chuyển nhà sang Úc, thật tiếc vì không thể tiếp tục xem trực tiếp các chú thi đấu nữa. Nhưng cháu vẫn theo dõi và cổ vũ các chú SGH từ xa. Mấy trận SGH thua, cháu đã rất buồn và bảo mẹ rằng: “Chắc tại con không đến cổ vũ trực tiếp, nên SGH không may mắn nữa!”. Nhưng cuối cùng, SGH cũng vô địch lần thứ 4!!! Cháu đã vô cùng hồi hộp và hạnh phúc khi xem trận đấu cuối ấy, các chú Nha Trang Dolphins cũng rất giỏi, nhưng SGH vẫn xứng đáng hơn.

Mẹ cháu bảo rằng sở thích của một cậu bé 8 tuổi rồi sẽ thay đổi. Nhưng cháu không nghĩ thế và sẽ chứng minh cho mẹ cháu thấy. Cháu vẫn sẽ cổ vũ đội SGH từ xa. Hơn thế nữa, cháu đang tiếp tục tập luyện bóng rổ ở Úc, cháu sẽ cố gắng để sau này cháu có thể về chơi cho đội SGH. Hãy chờ cháu nhé!

Rocky❣️

🔥Vòng 1 (nhận bài dự thi) đã khép lại, các ballers hãy đón chờ vòng 2 để bình chọn cho những bài viết mình yêu thích nhất nha.

#VBA #VBA2023 #SOTY",2023-10-09 12:00:06,9,9,"{'thích': 42, 'yêu thích': 33, 'wow': 1, 'thương thương': 4}",80,42,4,33,0,0,1,0
624664579878588,"[THANK YOU - CAO LỎNG NHÂN SÂM ĐỎ] ✨

🏀 VBA xin gửi lời cảm ơn chân thành đến Đối tác đồng hành Cao Lỏng Nhân Sâm Đỏ trong suốt mùa giải VBA 2023.

🏀 Sự đồng hành của Cao lỏng nhân sâm đỏ cùng với Giải đấu đã lanXem thêm tỏa những khoảnh khắc hào hứng trên sân và đem đến cho các fan yêu bóng rổ những phần quà vô cùng hấp dẫn.

🏀 VBA xin chúc cho Cao lỏng nhân sâm đỏ luôn không ngừng lớn mạnh và hy vọng hai bên sẽ có thêm nhiều cơ hội hợp tác trong tương lai để mang đến nhiều mùa giải đặc sắc hơn nữa.

#VBA #VBA2023 #CaolongNhansamDo #Nhansamdo",2023-10-09 11:15:00,0,0,"{'thích': 26, 'yêu thích': 5}",31,26,0,5,0,0,0,0
624306993247680,"|𝐂𝐮𝐨̣̂𝐜 𝐭𝐡𝐢| 𝐒𝐭𝐨𝐫𝐲 𝐨𝐟 𝐭𝐡𝐞 𝐲𝐞𝐚𝐫 - 𝐂𝐚̂𝐮 𝐜𝐡𝐮𝐲𝐞̣̂𝐧 𝐜𝐮̉𝐚 𝐧𝐚̆𝐦
🫰 Bài dự thi của bạn Bchau

✨ Mình là một cô bé yêu bóng rổ và đã chơi bộ môn này cũng đã vài năm. Dù đến hiện tại mình vẫn chưa thể giải thích tại sao mình lại yêu bóng rổ đến thế nhưng mình biết bóng rổ đã mang lại cho mình rất nhiều cảm xúc. 🔥Đặc biệt, là một khoảnh khắc nhỏ mình may mắn được thấy và ấn tượng mãi đến giờ của anh Nam-trợ lí quản đội Nha Trang Dolphins 🐬🏀

👉🏼Trong một trận đấu giữa Sài Gòn Heat và Nha Trang Dolphins tại sân CIS mình may mắn được bạn rủ đi xem. Trận đấu cũng diễn ra với đầy những tình huống hustle của hai đội. Và dưới sức nóng CIS, Út Phin đã bị dẫn trước dù luôn cố gắng đuổi theo từng con điểm. Mình nhớ lúc này, các cầu thủ cũng đã thấm mệt và vì phạm một số sai lầm khiến đội bị dẫn trước nên các anh dường như cảm thấy khá có lỗi và tự ti. Trong lúc breaktime, mình thấy anh Nam bước ra và ngồi khuỵ chân xuống trước mặt những cầu thủ của mình. Mình cũng không biết anh nói gì nhưng mình cảm nhận được là anh đang tiếp thêm sức mạnh, thêm tự tin cho các cầu thủ của mình. Đối với người khác có thể khoảnh khắc đó không là gì cả, nhưng đối với bản thân mình, cũng từng được đứng trên sân thi đấu mình cảm nhận được khoảnh khắc anh Nam bình tĩnh củng cố tâm lí có các cầu thủ ấy nó đáng giá như thế nào trong một trận thi đấu áp lực như thế và mình tin chính vì những điều đơn giản ấy đã giúp cho những cầu thủ trẻ của Nha Trang thi đấu hết mình và tự tin hơn. 🔥❤️

🔥 Có lẽ đây chính là sức mạnh mình cảm nhận được ở gia đình Út Phin, cảm ơn Út Phin vì một mùa giải thi đấu hết sức tuyệt vời. Cảm ơn những cầu thủ, Cảm ơn những người đứng sau. Cảm ơn vì những khoảnh khắc đẹp ở VBA 2023🏀🔥

🔥𝟐𝟑𝐡𝟓𝟗 𝐧𝐠𝐚̀𝐲 𝟎𝟖/𝟏𝟎/𝟐𝟎𝟐𝟑 sẽ kết thúc vòng 1 gửi bài dự thi. Ballers có thể dùng biệt danh để dự thi nên đừng ngần ngại chia sẻ với VBA nha!

#VBA #VBA2023 #SOTY",2023-10-08 21:00:16,74,39,"{'thích': 169, 'yêu thích': 192, 'haha': 2, 'wow': 1, 'thương thương': 5}",369,169,5,192,2,0,1,0
624274569917589,"✨ 𝐕𝐁𝐀 𝐀𝐖𝐀𝐑𝐃𝐒 𝟐𝟎𝟐𝟑 - GIỚI THIỆU BAN CỐ VẤN TRUYỀN THÔNG BÌNH CHỌN CHO CÁC HẠNG MỤC GIẢI THƯỞNG DO CÔNG CHÚNG BÌNH CHỌN🌟

Ngoài các giải thưởng cá nhân, VBA Awards 2023 cũng bao gồm 3 giải thưởng do Ban cố vấn Truyền thông bình chọn (50%) và công chúng bình chọn (50%). Thành viên ban cố vấn Truyền thông gồm:

1. Mr. Nguyễn Việt Anh - Phó phòng phòng thể thao Ban Văn hoá - Xã hội - Đài tiếng nói Việt Nam VOV
2. Ms. Trần Thị Tường Vân - Biên tập viên đài truyền hình HTV
3. Mr. Trần Đình Cường - Bình luận viên - Đài truyền hình Việt Nam VTV
4. Mr. Tự Đức - Công ty TNHH Truyền hình FPT PLAY
5. Ms. Việt Nga - Bình luận viên Onsports - VTVcab
6. Ms. Nguyễn Ngọc Trân - Phóng viên VTVcab
7. Mr. Bùi Đức Huy - Bình luận viên VTVcab
8. Mr. Nguyễn Quốc Việt - Bình luận viên VTVcab
9. Mr. Nguyễn Phú Đức - Trưởng khối social và video của Webthethao
10. Mr. Nguyễn Việt Long - Biên tập viên - Webthethao
11. Mr. Ngô Thạch Quang Dương - Phóng viên Tiin.vn - Viettel Media
12. Mr. Trần Mạnh Linh - Phóng viên báo Thể Thao và Văn hóa
13. Mr. Phạm Tấn Huy - Admin Nhịp đập bóng rổ

🏆 Kết quả các hạng mục sẽ được công bố tại đêm trao giải VBA AWARDS 2023.

#VBA #VBAAwards2023 #Petrolimex",2023-10-08 20:00:20,0,12,"{'thích': 121, 'yêu thích': 26, 'haha': 2}",149,121,0,26,2,0,0,0
624109573267422,"|𝐂𝐮𝐨̣̂𝐜 𝐭𝐡𝐢| 𝐒𝐭𝐨𝐫𝐲 𝐨𝐟 𝐭𝐡𝐞 𝐲𝐞𝐚𝐫 - 𝐂𝐚̂𝐮 𝐜𝐡𝐮𝐲𝐞̣̂𝐧 𝐜𝐮̉𝐚 𝐧𝐚̆𝐦
⛹️‍♂️ Bài dự thi của bạn Tracy

Saigon Heat – 8 - năm một chặng đường

Bài viết này dành để shout out cho Saigon Heat – đội bóng đã mang tôi đến với bóng rổ và nhiều hơn thế nữa.

Tôi biết đến bóng rổ một cách tình cờ hơn bao giờ hết. Một ngày đang lướt Facebook, tôi vô tình xem được một video trong một trận đấu của Saigon Heat tại ABL. Ồ, Việt Nam có đội bóng rổ tham gia giải đấu quốc tế như này ư? Đó là lần đầu tôi biết đến bóng rổ chuyên nghiệp tại Việt Nam. Và đúng là con người ta hay bị làm cho ấn tượng từ những thứ biết đến lần đầu tiên, tôi chính thức trở thành một Fan của SGH từ lúc đó, và cũng là một Fangirl của Cap Viet Arnold. Tôi tìm xem tất cả những trận đấu của SGH tại ABL. Một năm sau đó, VBA tổ chức giải đấu đầu tiên, tôi có thêm một cách giải trí mới. Tôi theo dõi tất cả các trận đấu của SGH tại ABL và VBA, không bỏ trận nào. Tất nhiên, những trận đấu khác tôi đều cố gắng xem khi có thể.

Rồi một ngày đẹp trời khác, tôi phát hiện ra những cậu học trò của tôi cũng là Fan của SGH, và chúng cũng đang học bóng rổ tại những học viện có tiếng tại Hà Nội. Chúng mắt chữ A, mồm chữ O khi nghe cô giáo của chúng nó có thể đọc vanh vách luật bóng rổ, kể tên những cầu thủ nào của đội nào tại VBA, kể về “lịch sử” của VBA, của SGH. Rồi 2 năm sau đó, tôi cũng thấy rất tự hào khi hs của mình vô địch VBSL, rồi suýt vô địch U16 quốc gia.

Thật vui khi chứng kiến sự phát triển của bóng rổ Việt Nam nói chung, của VBA nói riêng, và đặc biệt hơn nữa là sự thành công của Saigon Heat. Cảm ơn Saigon Heat đã là một phần của thanh xuân của cô gái sắp 30. Cám ơn VBA đã ngày càng chuyên nghiệp.

Sau này con mình nhất định sẽ chơi bóng rổ. 🏀

🔥𝟐𝟑𝐡𝟓𝟗 𝐧𝐠𝐚̀𝐲 𝟎𝟖/𝟏𝟎/𝟐𝟎𝟐𝟑 sẽ kết thúc vòng 1 gửi bài dự thi. Ballers có thể dùng biệt danh để dự thi nên đừng ngần ngại chia sẻ với VBA nha!

#VBA #VBA2023 #SOTY",2023-10-08 13:30:04,1,0,"{'thích': 56, 'yêu thích': 12}",68,56,0,12,0,0,0,0
624074769937569,"|𝐂𝐮𝐨̣̂𝐜 𝐭𝐡𝐢| 𝐒𝐭𝐨𝐫𝐲 𝐨𝐟 𝐭𝐡𝐞 𝐲𝐞𝐚𝐫 - 𝐂𝐚̂𝐮 𝐜𝐡𝐮𝐲𝐞̣̂𝐧 𝐜𝐮̉𝐚 𝐧𝐚̆𝐦
🦖 Bài dự thi của bạn Usagi

Mình bắt đầu có niềm đam mê với bóng rổ vào năm 2019. Đó là trận đấu Playoffs 1 - Game 3 của VBA 2019 giữa Cantho Catfish và Thang Long Warriors. Trận đấu ấy mặc dù không thể giành được chiến thắng, nhưng bằng một cách nào đó, sự nhiệt huyết và tinh thần chiến đấu quả cảm đến những giây cuối cùng của các ""Chiến binh Khủng Long"" đã mở ra niềm đam mê với ""trái bóng cam"" của mình.

Đến mùa giải VBA 2023, mình đã được tới sân theo dõi đội nhiều hơn, được hoà mình cùng bầu không khí sôi động cùng các anh chị và các bạn #WOWs. Chúng mình đã cùng cháy, cùng hô vang ""Warriors"" đầy tự hào và kiêu hãnh. Vì thời gian không cho phép nên mình đã không thể tới sân theo dõi tất cả các trận đấu ở mùa giải năm nay, tuy nhiên mình cũng rất may mắn khi được đồng hành cùng với đội bóng thông qua những buổi fanmeeting. Nhờ những buổi fanmeeting ấy, mình đã có cơ hội được gần gũi hơn với các cầu thủ, được gặp gỡ và giao lưu với nhiều người bạn mới có chung niềm đam mê và tình yêu với Binh đoàn Khủng Long.

VBA 2023 đã kết thúc, cho dù không thể có được kết quả tốt khi phải dừng chân ở Playoffs nhưng với những gì đã thể hiện ở mùa giải này, mình thật sự cảm thấy rất tự hào về những ""chiến binh Khủng Long"". Cảm ơn các cầu thủ, các thành viên trong BHL và các #WOWs đã cùng tạo nên một mùa giải đáng nhớ. Hẹn gặp mọi người ở mùa giải năm sau!

LET'S GO WARRIORS LET'S GOOOOO ❤️🦖

🔥𝟐𝟑𝐡𝟓𝟗 𝐧𝐠𝐚̀𝐲 𝟎𝟖/𝟏𝟎/𝟐𝟎𝟐𝟑 sẽ kết thúc vòng 1 gửi bài dự thi. Ballers có thể dùng biệt danh để dự thi nên đừng ngần ngại chia sẻ với VBA nha!

#VBA #VBA2023 #SOTY",2023-10-08 12:00:08,3,3,"{'thích': 32, 'yêu thích': 22}",54,32,0,22,0,0,0,0
