,post_id,post_text,comments_text
0,649244514087261,"Cùng VBA xem lại những hình ảnh đẹp mắt từ trận đấu gây quỹ ALL-STARS BALL OUT vừa diễn ra vào chủ nhật vừa qua (19.11.2023) tại NTĐ Hồ Xuân Hương
#VBA #allstarsballout #ctrlf #fabonguyen","['có vid hong ad', 'Thùy Dung đã nói từ thiện mà khum nghe', 'Ko có highlight hả ad?', '10 điểm']"
1,648554887489557,"𝐇𝐀𝐏𝐏𝐘 𝐓𝐄𝐀𝐂𝐇𝐄𝐑'𝐒 𝐃𝐀𝐘 𝟐𝟎.𝟏𝟏 👥❤️

Nhân dịp Ngày Nhà Giáo Việt Nam 20.1, chúng ta hãy cùng gửi lời chúc tốt đẹp nhất dành tặng cho các huấn luyện viên các thầy, các cô của mình có được nhiều sức khỏe, ngập tràn niềm vui và hạnh phúc trên hành trình trồng người cao đẹp và vĩ đại.

#VBA #happyteachersday2023🌸🌺",[]
2,648528070825572,"🔥GIẢM BUNG NÓC TOÀN BỘ SP TỚI 50%++ BLACK FRIDAY- ĐẾN ANTA NGAY KẺO HẾT!
Giảm sâu chưa từng có toàn bộ sản phẩm, các BST mới liên tục lên kệ và cháy hàng, Black Friday đang diễn ra cực nóng tại Hệ thống ANTAXem thêm trên toàn quốc. Bạn đã tham gia chưa - Đến ngay, chọn liền tay kẻo hết:
🔰Các thiết kế quần áo, giày dép GIẢM SỐC TỚI 50%
🔰Các item phụ kiện siêu diện GIẢM KHỦNG TỚI 60%
🔰Thanh toán bằng thẻ Mastercard & Napas GIẢM THÊM 200K (Áp dụng đến hết 31/12 cho hóa đơn từ 2 triệu)
👉Cùng nhiều ưu đãi lớn nhất năm chỉ có tại Black Friday áp dụng từ ngày: 10/11-3/12/23 tại các store: https://bom.so/3b64bN
Đồ đẹp, size vừa cần lựa sớm, tới luôn thôi nào!!!
ANTA - KEEP MOVING
-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\
Freeship Toàn quốc với đơn hàng từ 500k
- Hệ thống cửa hàng Anta chính hãng: https://bit.ly/3nvJfyy
- Instagram: https://bit.ly/3zaxIuv
- Shopee: https://shope.ee/B1mBou4d4
- Tiki: https://bit.ly/ANTA_TIKI
- Lazada: https://bit.ly/antalazada
- Hotline: 0974 945 488
#Anta #antasportsvietnam #aoanta #giayanta #blackfriday #sale",[]
3,648160930862286,"BẮT ĐẦU THÔI!!!

ALL-STARS BALL OUT ❤️‍🔥🏀

#VBA #fabonguyen","['All star vba sao ko phai là những star thật thụ của vba vậy mọi người hix', 'Trịnh Vũ Xuân Sơn thôi thì hẹn giải tới vậy']"
4,648080580870321,"5 rapper Rap Việt và 1 rapper bí mật đã sẵn sàng thổi bùng bầu không khí bằng những bài HIT của mình tại All-stars Ball Out vào 19h00 tại NTD Hồ Xuân Hương đêm nay.

Cùng đếm ngược 3 tiếng nữa là trận đấu diễnXem thêm ra rồi, ballers nào chưa có vé vào ngay link này để mua sớm nhaa: https://ticket.vba.vn/match/268

#VBA #allstarsballout #ctrlf #fabonguyen","['Do mình đi 2 người mà có 1 vé,\nMình muốn pas 1 vé pre hoặc mua 1 vé.', 'Bo Đào có giải mà khum bít']"
5,647965344215178,"🔥 Tiết mục tại All-stars Ball Out!

Dàn rappers của RAPVIET sẽ mang bài hát gì đến trận đấu đây? Cùng đoán xem nhé 😙

Cùng đếm ngược 8 tiếng nữa thôi là trận đấu diễn ra rồi, ballers nào chưa có vé vào ngay linkXem thêm này để mua sớm nhaa: https://ticket.vba.vn/match/268

Ngày diễn ra trận đấu: 18h 19/11/2023
Địa điểm: Nhà thi đấu Hồ Xuân Hương - 2 Hồ Xuân Hương, Phường 6, Quận 3, Thành phố Hồ Chí Minh
#VBA #allstarsballout #ctrlf #fabonguyen","['Anh wavy nay ăn cơm chưa ạ', 'Lâm Hoàng Phát chạy xe máy ra hà nội coi', 'Phạm Huy Phúc thiếu anh rồi', 'Trận này có live không ạ?', 'Kim Khánh em ơi em', 'Tran Ngoc Phuong Uyen dỡn hả', 'Thái Dương']"
6,646523197692726,"ĐẾM NGƯỢC 3 NGÀY ALL STARS BALL OUT - Sự kiện bóng rổ đặc biệt quy tụ 20 KOLs và các cầu thủ VBA chuyên nghiệp bắt đầu 🏆🔥🏀

Trận đấu được tạo ra với mục đích thiện nguyện và Fabo sẽ quyên góp toàn bộ doanh thuXem thêm của trận đấu.

✨All-Star Ball Out là trận đấu bóng rổ đầu tiên tại Việt Nam quy tụ dàn member ""siêu khủng"" là những KOLs/Creators/Rappers và cầu thủ VBA nổi tiếng nhận được nhiều sự yêu quý từ khán giả hâm mộ.

🎤Bên cạnh những trận đấu ""cháy khét lẹt"" thì BTC còn chuẩn bị những tiết mục trình diễn âm nhạc siêu hot sẽ được bật mí trong thời gian sắp tới.

🎁Mỗi hạng vé đều bao gồm những phần quà hấp dẫn mà chính tay Fabo chuẩn bị để tri ân khán giả đã dành tình yêu cho Fabo cũng như dành tình yêu cho sự kiện lần này.

🎫 3 hạng vé chính thức được mở bán trong ngày hôm nay chính là: PREMIUM, VIP, COURTSIDE đi cùng những quà tặng hấp dẫn. Hãy nhanh tay đặt gạch tham dự sự kiện để không bỏ lỡ khoảnh khắc có 1-0-2 này cùng với Fabo nhé 😉

#VBA #allstarsballout #ctrlf #fabonguyen #fa","['How do you sign up for 3v3 tournament', 'Còn Pre không ad ơi']"
7,646030231075356,"🔥 KHI MUA VÉ, BẠN NHẬN ĐƯỢC GÌ?

Ngày diễn ra trận đấu: 18h 19/11/2023
Địa điểm: Nhà thi đấu Hồ Xuân Hương - 2 Hồ Xuân Hương, Phường 6, Quận 3, Thành phố Hồ Chí Minh.

Trận đấu được tạo ra với mục đích thiệnXem thêm nguyện và Fabo sẽ quyên góp toàn bộ doanh thu của trận đấu.

🏀 Tham gia vào 1 sự kiện bóng rổ với sự tham gia của 22 NGÔI SAO

🏀 Nhận được ngay 1 phần quà ĐỘC QUYỀN của trận đấu được Fabo đích thân chuẩn bị dành tặng khách tham dự

🏀 Có cơ hội tham gia minigame Offline trực tiếp tại trận đấu, nhận ngay 1 SET QUÀ siêu giá trị đến từ All-Stars Ball Out.

🏀 Quẩy hết mình với nhiều tiết mục siêu cháy từ DJ, nhảy hiện đại cùng màn trình diễn âm nhạc với nhiều nghệ sĩ hot hit nhất hiện nay!

🏀 Các phần quà từ các nhà tài trợ khác tuỳ theo hạng vé

#VBA #allstarsballout #ctrlf #fabonguyen","['Nhanh tay mua vé để chọn vị trí tốt nhất 👉 https://\nticket.vba.vn/', 'Có live 3 nền tảng youtube và app không ạ\n\n1 nền tảng FPT Play\n2 bóng rổ tv youtube\n3 on bóng rổ youtube', 'Nam Phương Bạn ơi đi đi gặp mấy ca sĩ hót lắm kìa\nđi thì nhớ mua 2 vé nha ,mình đi ké nữa', 'Ngọc Linh đi coi hok connn', 'Tiny Phương']"
8,645536821124697,"ĐẾM NGƯỢC 5 NGÀY ALL STARS BALL OUT - Sự kiện bóng rổ đặc biệt quy tụ 20 KOLs và các cầu thủ VBA chuyên nghiệp bắt đầu 🏆🔥🏀

Trận đấu được tạo ra với mục đích thiện nguyện và Fabo sẽ quyên góp toàn bộ doanh thuXem thêm của trận đấu.

✨All-Star Ball Out là trận đấu bóng rổ đầu tiên tại Việt Nam quy tụ dàn member ""siêu khủng"" là những KOLs/Creators/Rappers và cầu thủ VBA nổi tiếng nhận được nhiều sự yêu quý từ khán giả hâm mộ.

🎤Bên cạnh những trận đấu ""cháy khét lẹt"" thì BTC còn chuẩn bị những tiết mục trình diễn âm nhạc siêu hot sẽ được bật mí trong thời gian sắp tới.

🎁Mỗi hạng vé đều bao gồm những phần quà hấp dẫn mà chính tay Fabo chuẩn bị để tri ân khán giả đã dành tình yêu cho Fabo cũng như dành tình yêu cho sự kiện lần này.

🎫 3 hạng vé chính thức được mở bán trong ngày hôm nay chính là: PREMIUM, VIP, COURTSIDE đi cùng những quà tặng hấp dẫn. Hãy nhanh tay đặt gạch tham dự sự kiện để không bỏ lỡ khoảnh khắc có 1-0-2 này cùng với Fabo nhé 😉

#VBA #allstarsballout #ctrlf #fabonguyen #fa","['Nhanh tay mua vé để chọn vị trí tốt nhất 👉 https://\nticket.vba.vn/', 'Hóng', 'Nam Phương đi ko']"
9,643348971343482,"Và thế là VBA 2023 đã kết thúc với cú 4-peat lịch sử cho Saigon Heat. Các Ballers hãy cùng với VBA điểm lại những diễn biến đầy hấp dẫn của mùa giải thứ 8 của Giải bóng rổ chuyên nghiệp Việt Nam.
#VBA #VBA2023","['Kể mà có cánh cửa thần kì của Doraemon để đi cái vèo tới mùa giải mới..nhớ ko khí trên sân quá #NTD ơi❤️💙💛❤️', 'Vậy là VĐ phân nửa lịch sử giải đấu mà lại là 4Peat. We do it in style!']"
10,643310244680688,"🔥 CHÍNH THỨC CÔNG BỐ SƠ ĐỒ GHẾ NGỒI CỦA ALL-STARS BALL OUT!

Các bạn đã sẵn sàng cháy hết mình cho All-Stars Ball Out chưaaaaa. Hãy giữ một tinh thần máu lửa và chọn cho mình một chỗ ngồi thật đẹp để theo dõiXem thêm trận bóng có 1-0-2 này nhé!

Lựa chỗ ngồi đẹp tại đây nha, lẹ lên không là hết slot bây giờ đó! https://ticket.vba.vn/match/268

Ngày diễn ra trận đấu: 18h 19/11/2023
Địa điểm: Nhà thi đấu Hồ Xuân Hương - 2 Hồ Xuân Hương, Phường 6, Quận 3, Thành phố Hồ Chí Minh

#VBA #allstarsballout #ctrlf #fabonguyen","['Có livestream ko ad', 'Trần Bảo Ngọc']"
11,643307424680970,"Fabo Nguyen 𝐱 𝐕𝐁𝐀 chính thức mở bán vé sự kiện ALL -STAR BALL OUT - Sự kiện bóng rổ đặc biệt quy tụ 20 KOLs và các cầu thủ VBA chuyên nghiệp sẽ diễn ra vào ngày 19/11🏆🔥🏀

Trận đấu được tạo ra với mục đích thiệnXem thêm nguyện và Fabo sẽ quyên góp toàn bộ doanh thu của trận đấu.

✨All-Star Ball Out là trận đấu bóng rổ đầu tiên tại Việt Nam quy tụ dàn member ""siêu khủng"" là những KOLs/Creators/Rappers và cầu thủ VBA nổi tiếng nhận được nhiều sự yêu quý từ khán giả hâm mộ.

🎤Bên cạnh những trận đấu ""cháy khét lẹt"" thì BTC còn chuẩn bị những tiết mục trình diễn âm nhạc siêu hot sẽ được bật mí trong thời gian sắp tới.

🎁Mỗi hạng vé đều bao gồm những phần quà hấp dẫn mà chính tay Fabo chuẩn bị để tri ân khán giả đã dành tình yêu cho Fabo cũng như dành tình yêu cho sự kiện lần này.

🎫 3 hạng vé chính thức được mở bán trong ngày hôm nay chính là: PREMIUM, VIP, COURTSIDE. Hãy nhanh tay đặt gạch tham dự sự kiện để không bỏ lỡ khoảnh khắc có 1-0-2 này cùng với Fabo nhé 😉

#VBA #allstarsballout #ctrlf #fabonguyen #fabo",['Link mua vé: https://\nticket.vba.vn/']
12,643108371367542,"🎯SIÊU SALE BLACK FRIDAY – GIẢM KHỦNG NGẤT NGÂY TỚI 50%++ TOÀN BỘ SẢN PHẨM

Black Friday đã trở lại- Siêu sale cực đại lớn nhất trong năm sẽ diễn ra từ 10/11-3/12 tại Hệ thống ANTA trên toàn quốc. 10.000++ thiếtXem thêm kế đang áp deal cực khủng, đến ngay thôi nào!

🔰GIẢM TỚI 50% TOÀN BỘ QUẦN ÁO, GIÀY DÉP
🔰GIẢM TỚI 60% TẤT CẢ PHỤ KIỆN
🔰Áp dụng cho cả các BST mới nhất vừa lên kệ, không giới hạn sản phẩm, dòng thiết kế: giày tập, giày chạy, giày bóng rổ, bộ gym, bộ chạy, bộ gió, bộ nỉ, T-shirt, polo, balo, bóng rổ, bịt gối, băng đô…

📍Rủ cạ cứng để chọn lựa cùng nhau tại địa chỉ gần nhất dưới đây nhé!
https://bit.ly/3PUTVW9

ANTA - KEEP MOVING
-------------------------------------------
Freeship Toàn quốc với đơn hàng từ 500k
- Hệ thống cửa hàng Anta chính hãng: https://bit.ly/3nvJfyy
- Instagram: https://bit.ly/3zaxIuv
- Shopee: https://shope.ee/B1mBou4d4
- Tiki: https://bit.ly/ANTA_TIKI
- Lazada: https://bit.ly/antalazada
- Hotline: 0974 945 488

#Anta #antasportsvietnam #sale #blackfriday #thu6den #khuyenmai",[]
13,641644881513891,"🔥🏀 CHÍNH THỨC CÔNG BỐ CÁC THÀNH VIÊN ĐỘI YELLOW TRONG TRẬN ALL-STARS BALL OUT

Trận đấu được tạo ra với mục đích thiện nguyện và Fabo sẽ quyên góp toàn bộ doanh thu của trận đấu.
Ngày diễn ra trận đấu: 19hXem thêm 19/11/2023
Địa điểm: Nhà thi đấu Hồ Xuân Hương - 2 Hồ Xuân Hương, Phường 6, Quận 3, Thành phố Hồ Chí Minh

Shout-out đến những tuyển thủ của team YELLOW:
🔥 3 tuyển thủ chuyên nghiệp của VBA: Justin Young, Caleb Nguyễn và Hồng Gia Lân liệu có cân team?
🔥 Creators siêu hot NickQTran, Trox, Phí Ngọc Hưng, Huyball, Tùng Phạm sẽ đem lại nhiều điều bất ngờ cho trận đấu này.
🔥 Dàn rapper xịn xò: Lil Wuyn, Richie D.ICY, StrangeH hứa hẹn sẽ không chỉ hát mà còn đấu hết mình.

Với dàn member này đội YELLOW chắc chắn sẽ tạo nên một trấn đấu cân tài cân sức với đội BLACK đây!

Hãy cùng với Admin điểm danh xem idol của bạn có trong đội YELLOW không nhé! Và còn nhiều bất ngờ và thú vị của trận đấu sẽ được công bố sắp tới

Stay tuned!🔥

#VBA #allstarsballout #ctrlf #fabonguyen","['Nhanh tay mua vé để chọn vị trí tốt nhất 👉 https://\nticket.vba.vn/', 'Nick được tính trong dàn creator là 1 sự ăn gian 🤣🤣🤣🐧', 'Sao anh Nick có mặt trong đây ,chắc anh Nick sẽ làm trùm bắt bóng rồi', 'Hóng xem các rapper và youtuber so tài bóng rổ :))', 'Không thấy có DJ Khoa Anh Nguyen với KOL Thanh Phong mọi người nhỉ', 'Nguyễn Duy Hiệp đi coi a Trọc oánh rổ i', 'Oach', 'Đội này mạnh 😆', 'Đông Phương tui xem Caleb bà xem anh nào =)))))))', 'Trần PhươnggAnh muốn đi quáaa', 'Bích Loan thở hơi lên', 'Minh Thái caleb kìa di coi di', 'Nghiệp Phát đi k', 'Đội này hip-hop ác', 'Đội này đi làm mầu hút fan nữ chứ có chơi bóng rổ đâu 😄 😂', 'Cần pass 1 vé pre đêi mn ui', 'Richie đánh đc ko ah?', 'Trox', 'Minh Anh Vũ richie chơi bóng rổ :)))', 'Tien Minh Phan\nda vàng đánh vs da đen hả', 'Lâm Sơn trùm cuối không làm thất vọng 🤣', 'To Minh Truc của anh nè', 'Hiển Văn', 'Nguyễn Thiện 😳', '@ Bùi Công Thành', 'Yến Giang', 'Lê Quang Huy', 'Nguyễn Hải Đăng 👽', 'Trần Bảo Ngọc', 'Hh']"
14,641086388236407,"🔥🏀 CHÍNH THỨC CÔNG BỐ CÁC THÀNH VIÊN ĐỘI BLACK TRONG TRẬN ALL-STARS BALL OUT

Ngày diễn ra trận đấu: 19h 19/11/2023
Địa điểm: Nhà thi đấu Hồ Xuân Hương - 2 Hồ Xuân Hương, Phường 6, Quận 3, Thành phố Hồ Chí MinhXem thêm

Shout-out đến những tuyển thủ của team BLACK:
🔥 3 tuyển thủ chuyên nghiệp của VBA: Koka Khoa, Tony Hoàng và ngôi sao đang lên năm 2023 của VBA - Kentrell Barkley!
🔥 Creators năng suất Fabo Nguyen, Anh Dân Quân và Võ Huy sẽ đem lại làn gió mới cho trận đấu bóng rổ lần này!
🔥 Dàn nghệ sĩ hot hit giới trẻ: Yuno Bigboy, wAvy, Đạt Ka, Andy Vũ, Kriss Ngo hứa hẹn sẽ tạo ra những chemistry cực đỉnh trong trận đấu!

Hãy cùng với Admin điểm danh xem idol của bạn có trong đội BLACK không nhé! Và còn nhiều bất ngờ và thú vị của trận đấu sẽ được công bố sắp tới đây! Stay tuned!🔥

#VBA #allstarsballout #ctrlf #fabonguyen","['Nhanh tay mua vé để chọn vị trí tốt nhất 👉 https://\nticket.vba.vn/', 'Này mà all star gì ...all smoke thì có kkkk...', 'má cho khứa andy zo là phải xem rui', 'Bao giờ mới đc xem 1 giải đấu như này ngoài Hà Nội ah?', 'Team này mạnh\nMạnh ai nấy đánh 💯💯💯', 'Khầy =)))', 'Team Saigon Heat là thích rồi', 'Mạnh ai nấy thở', 'Mình KB chấp tất à 😂', 'Yuno Bít Bơi :))))', 'trận này chơi giải trí thì zui chứ hơn thua thì chịu =))))', 'Nguyễn Hoàng TrungTrần DũngGHuy VũViệt HoàngNguyễn Nhật Nam rảnh k nhỉ :))', 'Team giải trí ghê', 'Đông Phương hay em xem đội này đi chị cổ vũ đội kia =))))', 'To Minh Truc ủa :))', 'Linh Trinh', 'Huy Tran lên sg coi trận này đi', 'Hóng', 'Bích Loan nhìn hay ho quá Loan :)))))', 'Quá mạnh Minh Khang 🙂', '=)))))))', 'Đỗ Thiện Phúc coi không :))', 'Minh Duyên Châu Phan đi coi', 'Phuong Anh xịn v 👶🏻', 'Thi Dao', 'Phạm Vinh muốn đi', 'Nguyen Trung HieuNgọc ĐinhTra My', 'adu fabo', 'Quách Tấn Thiện ido của m k nè', 'Ủa tưởng có nick trần']"
15,641165814895131,"Day 2 - 𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑
#VBA #GENfest",[]
16,640647538280292,"VPrime 3x3 Champion - HOOP DREAMS 🏆

#VBA #GENfest","['Có KB và Hassan là cơ hội vô địch 50% rồi. Thêm Tim và Tâm Đinh thì thôi ẵm cúp luôn', 'Tâm Đinh đánh cảm xúc. Còn KB với Hải Sơn k có j phải bàn. :)))) chúc mừng', 'Không hề bất ngờ:))', 'Giả bộ bất ngờ 😌', 'Ko bất ngờ lắm :)) bt trc kết quả r', 'Sg heat phiên bản 3x3 à :v', 'K bất ngờ lắm 🫡', '❤️❤️❤️', 'Có KB là có cúp', '💖💖', 'Tấn Phát bá:))', 'bất ngơ ghê :>']"
17,640647001613679,"VPrime 3x3 l 1st Runner Up - MCFASolver Tech 🥈🏀🎧

#VBA #GENfest","['Congratulations\nMCFASolver Tech Centrale!\n\nWell done Boys 👏👏👏', 'Congrats pre 20M baka kailngan mo na ng body guard😂😂😂', 'Thằng tay trái ném kinh vkb']"
18,640640584947654,"HOOP DREAMS l Final: Hoop Dreams 21 - 16 MCFASolver Tech 🏆

Chức vô địch gọi tên đội bóng duy nhất “bất bại” tại giải đấu, Hoop Dreams. Xin chúc mừng Kentrell Barkley - Hassan Thomas - Tâm Đinh - Tim Waale 👍🏼🥇

#VBA #GENfest","['Tuyệt vời', 'Chúc mừng các chiến binh dũng mãnh .❤️❤️❤️👏👏👏']"
19,640634708281575,"VPrime 3x3 l 2nd Runner Up - CT Tigers Basketball 🥉🏀🎧

#VBA #GENfest",['Nicky Phuengprasert']
20,640590864952626,"BRACKET - VPrime 3x3

#VBA #GENfest",[]
21,640584251619954,"HOOP DREAMS l Game 3: HOOP DREAMS 21 - 11 SHONAN SEASIDE.EXE

Các chàng trai sắc tím chính thức tiến vào vòng trong với thành tích toàn thắng (3-0).

#VBA #GENfest",['Gia Hùng']
22,640568668288179,"GOOD GAME l Game 3: GOOD GAME 14 - 21 MINAKAMI TOWN.exe

Các chàng trai GG đã nỗ lực hết sức để có được cơ hội đi tiếp nhưng Minakami Town.exe vẫn là đội có được chiến thắng bằng lợi thế thể hình của mình.

#VBA #GENfest",[]
